stn,idx,rcp,hor,stat,centile,val
enacts,hot_spell_total_length,rcp26,2021-2050,max,-1,
enacts,hot_spell_total_length,rcp26,2051-2080,max,-1,
enacts,hot_spell_total_length,rcp26,1991-2020,centile,1,69.032444
enacts,hot_spell_total_length,rcp26,2021-2050,centile,1,
enacts,hot_spell_total_length,rcp26,2051-2080,centile,1,
enacts,hot_spell_total_length,rcp26,1991-2020,centile,10,81.395556
enacts,hot_spell_total_length,rcp26,2021-2050,centile,10,
enacts,hot_spell_total_length,rcp26,2051-2080,centile,10,
enacts,hot_spell_total_length,rcp26,1991-2020,centile,50,91.355556
enacts,hot_spell_total_length,rcp26,2021-2050,centile,50,
enacts,hot_spell_total_length,rcp26,2051-2080,centile,50,
enacts,hot_spell_total_length,rcp26,1991-2020,centile,90,97.378889
enacts,hot_spell_total_length,rcp26,2021-2050,centile,90,
enacts,hot_spell_total_length,rcp26,2051-2080,centile,90,
enacts,hot_spell_total_length,rcp26,1991-2020,centile,99,100.456667
enacts,hot_spell_total_length,rcp26,2021-2050,centile,99,
enacts,hot_spell_total_length,rcp26,2051-2080,centile,99,
enacts,hot_spell_total_length,rcp26,1991-2020,mean,-1,89.85731
enacts,hot_spell_total_length,rcp26,2021-2050,mean,-1,
enacts,hot_spell_total_length,rcp26,2051-2080,mean,-1,
enacts,hot_spell_total_length,rcp26,1991-2020,min,-1,56.0
enacts,hot_spell_total_length,rcp26,2021-2050,min,-1,
enacts,hot_spell_total_length,rcp26,2051-2080,min,-1,
enacts,hot_spell_total_length,rcp26,1991-2020,max,-1,100.938889
enacts,hot_spell_total_length,rcp26,2021-2050,max,-1,
enacts,hot_spell_total_length,rcp26,2051-2080,max,-1,
enacts,hot_spell_total_length,rcp26,1991-2020,centile,1,69.032444
enacts,hot_spell_total_length,rcp26,2021-2050,centile,1,
enacts,hot_spell_total_length,rcp26,2051-2080,centile,1,
enacts,hot_spell_total_length,rcp26,1991-2020,centile,10,81.395556
enacts,hot_spell_total_length,rcp26,2021-2050,centile,10,
enacts,hot_spell_total_length,rcp26,2051-2080,centile,10,
enacts,hot_spell_total_length,rcp26,1991-2020,centile,50,91.355556
enacts,hot_spell_total_length,rcp26,2021-2050,centile,50,
enacts,hot_spell_total_length,rcp26,2051-2080,centile,50,
enacts,hot_spell_total_length,rcp26,1991-2020,centile,90,97.378889
enacts,hot_spell_total_length,rcp26,2021-2050,centile,90,
enacts,hot_spell_total_length,rcp26,2051-2080,centile,90,
enacts,hot_spell_total_length,rcp26,1991-2020,centile,99,100.456667
enacts,hot_spell_total_length,rcp26,2021-2050,centile,99,
enacts,hot_spell_total_length,rcp26,2051-2080,centile,99,
enacts,hot_spell_total_length,rcp26,1991-2020,mean,-1,89.85731
enacts,hot_spell_total_length,rcp26,2021-2050,mean,-1,
enacts,hot_spell_total_length,rcp26,2051-2080,mean,-1,
enacts,hot_spell_total_length,rcp26,1991-2020,min,-1,56.0
enacts,hot_spell_total_length,rcp26,2021-2050,min,-1,
enacts,hot_spell_total_length,rcp26,2051-2080,min,-1,
enacts,hot_spell_total_length,rcp26,1991-2020,max,-1,100.938889
enacts,hot_spell_total_length,rcp26,2021-2050,max,-1,
enacts,hot_spell_total_length,rcp26,2051-2080,max,-1,
enacts,hot_spell_total_length,rcp26,1991-2020,centile,1,69.032444
enacts,hot_spell_total_length,rcp26,2021-2050,centile,1,
enacts,hot_spell_total_length,rcp26,2051-2080,centile,1,
enacts,hot_spell_total_length,rcp26,1991-2020,centile,10,81.395556
enacts,hot_spell_total_length,rcp26,2021-2050,centile,10,
enacts,hot_spell_total_length,rcp26,2051-2080,centile,10,
enacts,hot_spell_total_length,rcp26,1991-2020,centile,50,91.355556
enacts,hot_spell_total_length,rcp26,2021-2050,centile,50,
enacts,hot_spell_total_length,rcp26,2051-2080,centile,50,
enacts,hot_spell_total_length,rcp26,1991-2020,centile,90,97.378889
enacts,hot_spell_total_length,rcp26,2021-2050,centile,90,
enacts,hot_spell_total_length,rcp26,2051-2080,centile,90,
enacts,hot_spell_total_length,rcp26,1991-2020,centile,99,100.456667
enacts,hot_spell_total_length,rcp26,2021-2050,centile,99,
enacts,hot_spell_total_length,rcp26,2051-2080,centile,99,
